,name,address,tel,score,count_evaluation,star
298,호수집,서울특별시 중구 중림동 61-4,02-392-0695,64점,12,3.7
299,라미스콘,서울특별시 관악구 봉천동 1621-9,070-8855-3455,47점,7,4.0
300,봉천동진순자,서울특별시 종로구 숭인동 183-12,02-744-1052,13점,평가자 없음,Nan
301,카페누아,서울특별시 영등포구 대림동 978-18,02-6409-8101,24점,1,4.0
302,뽕뜨락피자,서울특별시 관악구 조원동 547-1,02-866-8295,12점,평가자 없음,Nan
303,어게인리프레쉬,서울특별시 종로구 관철동 7-20,02-722-7717,46점,4,4.3
304,분짜라붐,서울특별시 서초구 서초동 1572-1,02-585-1682,13점,평가자 없음,Nan
305,문어총각 꽃게처녀,서울특별시 양천구 신정동 1030-6,02-6405-9327,12점,평가자 없음,Nan
306,천사곱창,서울특별시 송파구 잠실동 189-9,02-422-3179,31점,2,4.0
307,오복미역,서울특별시 송파구 잠실동 252-9,02-425-7266,39점,5,3.5
308,버터핑거 팬케이크,서울시 서초구 서초동 1317,02-532-5740,68점,29,3.7
309,뜨아아아 커피집,서울특별시 성동구 행당동 264,070-4256-2555,35점,5,3.8
310,미미식당,서울특별시 서초구 서초동 1542-1,02-525-8394,13점,평가자 없음,Nan
311,두루,서울특별시 중구 인현동1가 31-2,02-2275-4287,Nan,평가자 없음,Nan
312,고기요리왕,서울특별시 양천구 신정동 1032-5,02-2644-9292,Nan,평가자 없음,Nan
313,알촌 한양대점,서울시 성동구 행당동 19-112,02-2292-8885,50점,11,3.9
314,루나씨엘로,서울특별시 마포구 연남동 381-5,070-4110-3815,57점,6,4.2
315,피셔바,서울시 영등포구 당산동6가 281 (당산역 4번출구),02-2635-9179,24점,2,3.0
316,돈천동식당,서울특별시 서대문구 대현동 34-19,070-7756-5957,43점,4,4.3
317,탕화쿵푸 마라탕,서울특별시 서대문구 충정로3가 465,010-8886-1558,21점,1,4.0
318,양평해장국,서울특별시 성동구 용답동 103-7,02-2213-9439,14점,평가자 없음,Nan
319,황금참치,서울특별시 양천구 신정동 1031-5,02-2642-3393,12점,평가자 없음,Nan
320,플로리다반점,서울특별시 마포구 합정동 391-19,010-3381-0507,48점,5,4.6
321,스시산원 청,서울특별시 강남구 역삼동 735-20,02-538-5550,30점,평가자 없음,Nan
322,진짜해장국,서울특별시 중구 을지로6가 18-37,정보없음,39점,2,4.5
323,클로리스 티룸 신논현점,서울특별시 강남구 역삼동 809-3,02-557-7523,68점,17,3.6
324,카페 로비,서울특별시 서초구 서초동 1564-4,070-4300-4180,30점,3,4.3
325,입춘,서울시 구로구 구로동 166-25,070-7760-0204,36점,3,5.0
326,제주돈사돈,서울특별시 마포구 합정동 426-5,02-324-7575,51점,6,3.3
327,기와집순두부 서초점,서울특별시 서초구 서초4동 1699-13,02-599-0579,37점,4,4.0
328,을지맥옥,서울특별시 중구 을지로3가 344-17,02-2272-1825,51점,14,3.8
329,챔프커피,서울특별시 중구 산림동 207-2,010-8943-4516,51점,9,4.0
330,럭키스타커피로스터스,서울특별시 성동구 행당동 21-10,02-2292-3877,14점,평가자 없음,Nan
331,고잉메리 을지트윈타워점,서울시 중구 을지로4가 323 을지트윈타워 1층,02-3706-7229,13점,1,3.0
332,고려삼계탕,서울특별시 중구 서소문동 55-3,02-752-9376,42점,3,3.7
333,바다회사랑 연남본점,서울특별시 마포구 연남동 566-8,02-338-0872,75점,24,4.1
334,대성이네,서울특별시 서대문구 창천동 62-26,02-325-9658,51점,2,4.5
335,돌체 베이커리,서울특별시 관악구 봉천동 1562-34,02-877-6902,26점,2,4.7
336,무한장어,서울특별시 송파구 잠실동 189-3,02-418-9578,19점,평가자 없음,Nan
337,오비스트로,서울특별시 구로구 구로동 85-12,02-867-6751,22점,1,5.0
338,개돼지크래프트펍,서울특별시 중구 만리동1가 51-1,02-313-2414,Nan,평가자 없음,Nan
339,아파트먼트,서울특별시 영등포구 문래동2가 40-2,010-3448-6406,43점,5,4.0
340,펠어커피,서울특별시 광진구 구의동 223-23,010-7488-2491,17점,3,2.7
341,아모르미오,서울특별시 관악구 봉천동 1679-7,070-4306-5006,51점,10,3.5
342,마스터비엣,서울특별시 영등포구 문래동3가 55-5 1층 106호,070-7543-1782,50점,5,4.4
343,도레도레 타임스퀘어점,서울특별시 영등포구 영등포동4가 442,02-2634-8890,27점,5,3.0
344,정가한정식,서울특별시 관악구 봉천동 945-10,02-884-8988,28점,3,4.3
345,체다앤올리,서울특별시 성동구 성수동1가 685-696,02-468-1003,53점,4,4.5
346,매드포갈릭,서울특별시 광진구 자양동 227-7 스타시티몰 지하1층,02-447-8457,54점,4,4.3
347,고베규카츠 홍대점,서울특별시 마포구 서교동 402-24 2층,02-334-2015,61점,13,3.3
348,골목길 신천점,서울시 송파구 잠실동 195-9,02-424-7476,40점,2,4.0
349,김미자 당진아구찜,서울특별시 구로구 구로4동 769-265,02-864-9598,13점,평가자 없음,Nan
350,해천양꼬치구이,서울특별시 양천구 신정동 1034-25,02-2648-6779,12점,평가자 없음,Nan
351,낙원떡집,서울특별시 관악구 조원동 540-1,02-854-2553,12점,평가자 없음,Nan
352,장원,서울특별시 동대문구 용두동 39-745,02-957-5611,28점,2,4.4
353,화정족발,서울특별시 관악구 봉천동 1628-29,02-877-4799,21점,1,4.0
354,코젤다크하우스,서울특별시 광진구 구의동 252-77,02-456-0910,52점,4,4.4
355,홍두깨손칼국수,서울특별시 관악구 신림동 494-44,02-8301-6264,13점,1,3.0
356,노브랜드버거 낙성대역점,서울 관악구 봉천동 1658-16,02-871-1853,26점,2,4.4
357,동대문 엽기떡볶이 본점,서울시 중구 흥인동 156 1F (럭키프라자빌딩 1층),02-2236-8592,19점,1,4.0
358,목포회센타,서울시 관악구 봉천동 913-1,02-877-0969,37점,3,4.5
359,오븐마루치킨,서울특별시 동대문구 용두동 40-28,02-966-8900,12점,평가자 없음,Nan
360,얌얌브레드 을지로점,서울 중구 을지로4가 323 을지트윈타워 b116,02-3706-7277,20점,1,5.0
361,스시로지,서울특별시 성동구 행당동 19-103,02-2299-7272,22점,1,4.0
362,언니가 숨겨놓은 과자상자,서울특별시 서초구 방배동 464-12,010-4981-8824,36점,3,4.0
363,세종원,서울특별시 서초구 서초3동 1706-3,02-3478-2500,12점,평가자 없음,Nan
364,해물나라,서울 관악구 신림동 10-629 창미빌딩,02-887-2050,13점,3,0.0
365,하동진,서울특별시 중구 흥인동 112 1층,02-2233-4888,20점,2,3.8
366,리에또,서울특별시 서초구 방배동 451-36 2층,02-581-5291,62점,11,4.1
367,해피해피 브레드,서울특별시 중구 중림동 129-35,02-557-9117,13점,1,3.0
368,daughter,서울특별시 광진구 화양동 11-17,02-464-1469,45점,4,4.3
369,무한통삼,서울특별시 성동구 행당동 1-82,070-8987-0701,28점,2,5.0
370,토도로끼,서울특별시 송파구 신천동 7-14,02-423-1657,57점,6,4.7
371,한신장,서울특별시 영등포구 문래동6가 43,02-2678-1677,Nan,평가자 없음,Nan
372,홍짜장 방배점,서울특별시 서초구 방배1동 911-1,02-588-3157,18점,1,5.0
373,호우초밥,서울특별시 서초구 서초4동 1309-1,02-536-5667,68점,13,4.0
374,바스버거,서울특별시 강남구 역삼동 736-55,02-568-6654,56점,6,4.6
375,피자스쿨,서울특별시 관악구 청룡동 921-22,02-871-1113,25점,1,5.0
376,로리스 더프라임 립,서울특별시 서초구 서초동 1317-23 GT타워 3층,02-590-2800,59점,7,4.0
377,누메로도스,서울특별시 성동구 성수동1가 656-1021,02-468-7943,61점,22,4.5
378,다오리,서울특별시 중구 을지로4가 155-1,02-2274-7272,14점,평가자 없음,Nan
379,오렌지연필,서울특별시 관악구 봉천동 1680-11,02-888-2192,27점,1,4.0
380,장라희식당,서울시 광진구 구의동 546-4 9F 강변테크노마트식당가,정보없음,23점,1,4.0
381,교동전선생,서울특별시 송파구 신천동 11-4,02-424-1202,13점,평가자 없음,Nan
382,행복한찜닭 화덕닭갈비 이대점,서울특별시 서대문구 대현동 60-7 연화프라자 2층,02-392-9888,23점,1,5.0
383,곱창하우스,서울특별시 성동구 용답동 49-12,02-2242-5707,29점,2,4.0
384,연탄부락,서울특별시 송파구 잠실동 201,070-4115-9062,34점,3,4.4
385,쌀치킹,서울특별시 성동구 용답동 14-20,02-2213-8190,17점,1,4.0
386,갯벌쭈꾸미,서울특별시 동대문구 용두동 26-12,02-969-4789,Nan,평가자 없음,Nan
387,소담치킨,서울특별시 양천구 신정6동 329,02-2647-6166,12점,평가자 없음,Nan
388,마담티라미수,서울특별시 마포구 합정동 386-37,02-332-7358,54점,8,4.2
389,백산식당,서울특별시 관악구 봉천동 1613-2,02-877-8271,33점,2,4.0
390,케르반,서울특별시 강남구 삼성동 159 코엑스몰 B1 H105,02-556-4767,53점,11,3.3
391,바르다김선생 신도림역점,서울특별시 구로구 신도림동 337,02-2677-8239,17점,1,4.0
392,고집,서울특별시 영등포구 당산동6가 328-4,02-2068-8909,34점,2,4.0
393,할매순대국&양선지해장국,서울특별시 광진구 자양동 680-2,02-455-9277,24점,1,5.0
394,정통집 건대점,서울시 광진구 화양동 11-14,02-469-6432,47점,9,3.8
395,풍년곱창,서울시 관악구 봉천동 951-8,02-889-0248,13점,평가자 없음,Nan
396,에머이 신천점,서울특별시 송파구 잠실본동 177-3,02-416-7174,33점,3,3.5
397,파이홀,서울특별시 서대문구 창천동 57-61,02-334-1181,65점,21,4.4
398,오장동면옥 서초점,서울특별시 서초구 서초동 1639-9,02-522-5952,30점,2,5.0
399,모을,서울특별시 성동구 성수동2가 277-76,070-8820-1110,27점,2,5.0
400,버드나무집 역삼점,서울시 강남구 역삼1동 689-12,02-2088-3392,39점,4,3.6
401,오돌이,서울시 동대문구 용두동 235-23,02-921-5355,15점,1,4.0
402,무한통삼,서울특별시 광진구 화양동 46-56,050-7572-8773,45점,3,4.6
403,파스타먹는집,서울특별시 관악구 봉천동 1655-50,02-888-8307,25점,2,4.0
404,낭만부대찌개,서울특별시 구로구 구로동 212-8,02-839-8090,41점,3,5.0
405,오쓰세이로무시,서울특별시 송파구 송파동 56-2,02-419-2222,37점,4,3.8
406,브로콜리,서울특별시 영등포구 문래동3가 58-40,02-6013-8484,35점,5,4.0
407,이자와,서울특별시 성동구 행당동 168-151 4층,02-2200-1620,26점,4,2.6
408,유래회관,서울시 성동구 홍익동 357,02-2293-8866,58점,6,4.4
409,경복궁 서초점,서울시 서초구 반포동 44-5,02-3482-3030,34점,3,4.0
410,마카나이,서울특별시 송파구 잠실동 185-7,02-415-9191,18점,2,2.6
411,명인등심,서울특별시 강남구 삼성동 148-15,02-3288-3301,45점,5,4.4
412,업사이드커피 뚝섬점,서울시 성동구 성수동1가 7-8,070-8802-7579,30점,2,4.5
413,골목길,서울시 중구 신당5동 131-5,02-2238-7650,18점,1,0.0
414,아꼬떼뒤파르크,서울특별시 성동구 성수동1가 685-477,070-4118-2009,32점,2,3.0
415,두번째부엌,서울특별시 은평구 대조동 15-144,02-353-1029,13점,평가자 없음,Nan
416,구수옥설렁탕,서울특별시 관악구 청룡동 947-12,02-883-8860,14점,1,Nan
417,야미가,서울특별시 관악구 신림동 537-2,02-864-1544,13점,평가자 없음,Nan
418,샤뜰레,서울특별시 광진구 구의동 546-4,02-3424-0007,14점,평가자 없음,Nan
419,청춘부르스,서울특별시 성동구 행당동 292-7,02-554-3447,13점,평가자 없음,Nan
420,스시나마,서울시 관악구 신림동 1641-9 2F,02-885-3572,32점,3,4.3
421,찰스숯불김밥,서울특별시 구로구 구로동 222-3,02-6124-6644,33점,2,4.0
422,신전떡볶이 행당점,서울특별시 성동구 하왕십리동 966-111,02-2281-1178,19점,1,4.0
423,어반소스,서울특별시 성동구 성수동2가 301-16,02-462-6262,62점,9,3.7
424,아웃백스테이크하우스 신촌점,서울특별시 서대문구 창천동 2-6,02-3147-1871,45점,7,3.9
425,배스킨라빈스 영등포문래,서울특별시 영등포구 문래동3가 82-8,02-2638-0320,34점,2,5.0
426,모녀당,서울특별시 서초구 방배동 436-28,010-2104-2009,41점,6,4.2
427,가야가야,서울특별시 서대문구 대현동 56-21,02-363-7877,55점,14,3.3
428,버터밀크,서울특별시 마포구 창전동 6-131,070-4157-1030,66점,18,4.5
429,골든 치즈타르트 합정본점,서울특별시 마포구 합정동 472 마포 한강 푸르지오 112-1호,02-333-8218,47점,4,3.9
430,키햐아,서울특별시 강남구 역삼동 813-10,02-566-9925,61점,10,3.6
431,펠트커피,서울특별시 마포구 창전동 2-47,070-4108-3145,51점,3,4.3
432,철철복집,서울시 중구 다동 138,02-776-2418,51점,1,4.0
433,일리카페 잠실아이파크점,서울특별시 송파구 잠실동 194,02-2202-8886,22점,1,4.0
434,3대삼계장인,서울특별시 서초구 서초동 1557-17,02-522-2270,52점,5,4.7
435,마이그린테이블,서울특별시 관악구 봉천동 1674-13,02-876-8220,23점,1,4.0
436,색다른면,서울특별시 성동구 성수동2가 328-13,02-464-6009,28점,1,4.0
437,지파시,서울특별시 구로구 신도림동 692,02-2210-9537,26점,2,3.5
438,중림공장PUB,서울특별시 중구 중림동 1154 더플레이스충정로,02-392-9969,26점,2,4.0
439,아웃닭,서울특별시 광진구 화양동 46-55,02-467-9978,57점,7,3.6
440,삼백집,서울특별시 강남구 역삼동 677-12,02-567-4388,32점,3,4.0
441,더다이닝랩,서울특별시 마포구 동교동 153-5,02-6010-0499,58점,10,3.9
442,그레이랩,서울특별시 마포구 합정동 367-9,02-333-5694,55점,8,4.1
443,바르미,서울특별시 광진구 구의동 212-3 2층,02-3437-1005,55점,7,4.3
444,불꽃닭발,서울특별시 중구 신당동 198-19,02-2237-9906,21점,1,5.0
445,양푼이생대구탕,서울특별시 중구 신당5동 101-4,02-2253-1866,15점,평가자 없음,Nan
446,모멘트커피 1호점,서울특별시 마포구 동교동 148-10,정보없음,52점,7,4.0
447,슈퍼말차 성수,서울특별시 성동구 성수동1가 668-9,070-4632-3882,37점,6,3.6
448,동래복국,서울특별시 광진구 구의동 242-58,02-447-1588,29점,2,4.5
449,광동수산 광진직영점,서울특별시 광진구 구의동 252-79,02-458-1818,27점,1,5.0
450,빠삐용곱창,서울특별시 중구 황학동 628,02-2236-8019,19점,1,4.0
451,홈그라운드,서울특별시 마포구 서교동 395-36,02-323-5649,52점,1,3.0
452,재구네 닭발,서울특별시 중구 신당동 132-33,02-2236-5143,51점,8,3.9
453,대구반점,서울특별시 성동구 성수2가3동 277-37,02-497-4999,34점,2,4.0
454,짬뽕9단,서울특별시 동대문구 용두동 90-2,02-957-8881,12점,1,5.0
455,깡통닭갈비,서울특별시 관악구 신림동 1433-69,02-873-7770,57점,3,4.4
456,캘리포니아피자키친,서울특별시 강남구 삼성동 159 코엑스 1층 E002,02-551-6500,52점,9,3.6
457,발발이추억,서울특별시 관악구 신림동 518-5,02-859-1616,Nan,평가자 없음,Nan
458,이태리부대찌개 삼성강남경찰서점,서울특별시 강남구 대치동 999-1,02-566-8877,46점,4,4.3
459,미각한우전문점,서울시 서초구 서초3동 1543,02-585-9095,12점,평가자 없음,Nan
460,황재코다리냉면,서울특별시 영등포구 양평동1가 9-3,02-2637-1357,24점,2,3.5
461,카페 모퉁이,서울특별시 양천구 신정7동 201-1,010-4916-1123,Nan,평가자 없음,Nan
462,우리동네미미네,서울특별시 구로구 신도림동 692,02-2210-9577,26점,1,4.0
463,성수다락,서울특별시 성동구 성수동2가 328-15,02-467-9197,54점,14,4.1
464,서울초밥,서울특별시 영등포구 양평동4가 32-8,02-815-5551,41점,7,3.5
465,춘하추우동 서울로점,서울특별시 중구 중림동 129-15,02-927-1700,30점,3,4.5
466,맥도날드,서울특별시 송파구 잠실본동 181-9,070-7017-0582,19점,3,3.3
467,사진창고,서울특별시 성동구 성수동2가 309-59,02-461-3070,51점,3,4.6
468,바베네,서울특별시 송파구 송파동 32-3,02-6397-0997,52점,1,4.0
469,라그릴리아,서울특별시 구로구 신도림동 692,02-2210-9255,50점,13,3.5
470,맘스터치,서울특별시 관악구 신림동 518-5,02-852-5888,29점,2,4.8
471,엉터리생고기 낙성대점,서울특별시 관악구 봉천동 1659-5,02-888-7444,30점,3,4.5
472,오자와,서울시 마포구 서교동 395-171,02-335-5551,52점,4,4.4
473,해드림찬,서울특별시 서대문구 북아현동 221-12,02-392-3666,12점,평가자 없음,Nan
474,어울림,서울특별시 구로구 구로5동 108,02-867-9292,17점,1,4.0
475,수수커피,서울특별시 강남구 역삼동 825-24,070-8803-4369,57점,8,3.5
476,도쿄등심,서울특별시 강남구 역삼동 705-27,02-552-2260,58점,15,3.7
477,코다차야,서울특별시 서초구 방배동 450-17,02-837-3000,59점,14,4.0
478,한잔차차,서울특별시 영등포구 문래동3가 58-97,02-2631-3378,40점,1,4.0
479,레스쁘아,서울특별시 송파구 신천동 11,02-422-0933,12점,평가자 없음,Nan
480,유정낙지 구의점,서울특별시 광진구 구의동 213-2,02-446-2564,44점,3,3.9
481,제나연,서울특별시 서초구 서초동 1510-6,02-585-3356,13점,평가자 없음,Nan
